trace,memory,mse,mape,rmse
0.92,3.5,0.03511842434775946,0.3353658782796981,0.18739910444759192
0.92,3.75,0.03428131218905884,0.32635052524982905,0.185152132553365
0.92,4,0.03443741068047525,0.3267767275773783,0.18557319494063587
0.92,4.25,0.03451158892544716,0.32753690223398196,0.18577294992933488
0.92,4.5,0.034149371427714965,0.32248582839214085,0.18479548540945195
0.92,4.75,0.03531200431092894,0.3317335638011283,0.1879148858151715
0.92,5,0.034147466649237575,0.3240423466570214,0.1847903315902582
0.92,5.25,0.03494693017943914,0.32751185590337883,0.1869409804709474
0.92,5.5,0.03481846309043993,0.3285003487688424,0.1865970607765297
0.92,5.75,0.03528365052188027,0.32928712485299905,0.18783942749561464
0.92,6,0.035280932735908745,0.32348177389318944,0.18783219302321086
0.92,6.25,0.03575089578523075,0.3292341872693931,0.18907907283787584
0.92,6.5,0.036327294913933016,0.33110283496309695,0.1905972059447174
0.92,6.75,0.035876389446907075,0.32766494054515544,0.18941063710073697
0.92,7,0.03679934764116253,0.33451326195861397,0.19183156059721385
0.92,7.25,0.03560765190104025,0.3239921269053013,0.1886998990488343
0.92,7.5,0.036666580842673345,0.33338588489120086,0.19148519745054277
0.92,7.75,0.0372443083877924,0.329415999806348,0.1929878451814839
0.92,8,0.03698906607061635,0.33046649934201744,0.19232541712060927
0.92,8.25,0.0375816897086965,0.3346845171339289,0.19385997448853773
0.92,8.5,0.03754935368293015,0.3318582947013945,0.19377655607149732
0.92,8.75,0.03789613315402494,0.33272811454366297,0.19466929175919076
0.92,9,0.03801669497200747,0.3307035991329986,0.194978703893547
0.92,9.25,0.03864706595074946,0.33631506347508605,0.1965885702444307
0.92,9.5,0.03857326368662031,0.3340621048941526,0.19640077313142204
0.92,9.75,0.03911527846330584,0.3370061467868045,0.1977758288146098
0.92,10,0.03933236527738145,0.33557909248806683,0.19832388983020036
0.92,10.25,0.03925968082610844,0.33672164890087847,0.19814055825627533
0.92,10.5,0.039813895949332115,0.3373583000796191,0.19953419744327566
0.99,3,0.04584245174967798,0.36224367191379925,0.2141085046178175
0.99,3.25,0.045224768814305975,0.357951678992016,0.21266115962795362
0.99,3.5,0.04557052682527021,0.3621122564024956,0.21347254349276445
0.99,3.75,0.04554930832538176,0.3601424503921776,0.21342283927776276
0.99,4,0.04576285593828144,0.36113219541034797,0.2139225465870333
0.99,4.25,0.04580306677202254,0.3598784582855351,0.21401651051267642
0.99,4.5,0.04547650046801396,0.35842649301308327,0.21325219921026362
0.99,4.75,0.04556080625035784,0.35772195172048,0.21344977453808153
0.99,5,0.04558986121294384,0.3582401139819864,0.21351782411064385
0.99,5.25,0.0452547952801533,0.35586497152772584,0.2127317448810903
0.99,5.5,0.04549468879469258,0.35901059864195606,0.21329484005641716
0.99,5.75,0.04556941866942357,0.35707070710183714,0.21346994793043722
0.99,6,0.04561572416901983,0.35400638715681243,0.2135783794512446
0.99,6.25,0.04514946410978903,0.3544752470499205,0.21248403259960272
0.99,6.5,0.045497880830197124,0.35457371160506423,0.2133023226085387
0.99,6.75,0.0453241509984361,0.35067075711698775,0.2128946946225671
0.99,7,0.04544510356562097,0.35455987264796046,0.21317857201327944
0.99,7.25,0.045155292796663755,0.3532877217925496,0.21249774774492025
0.99,7.5,0.04563412738078789,0.3554495198867641,0.21362145814685352
0.99,7.75,0.04522072238882972,0.35259343621572914,0.21265164562925376
0.99,8,0.04543711186986829,0.35531542184047393,0.2131598270544154
0.99,8.25,0.04541313753916385,0.3491914023346266,0.21310358405987415
0.99,8.5,0.04514642075072484,0.3507149053231475,0.21247687109594973
0.99,8.75,0.04518921118509456,0.35226136154501975,0.212577541582112
0.99,9,0.04492135618916778,0.34861793431806665,0.2119465880573872
0.99,9.25,0.04506301697669417,0.35060096913369837,0.21228051483048124
0.99,9.5,0.04538326913336479,0.35405615464986534,0.21303349298494073
0.99,9.75,0.045418793038836,0.35105045200562845,0.21311685301457509
0.99,10,0.04499269490360994,0.3487228821714834,0.21211481537980778
0.99,10.25,0.045314270796338825,0.3501560157854305,0.21287148892310315
0.99,10.5,0.04476802154394951,0.35015156963560556,0.21158454939798774
